attribution_id,user_id,campaign_id,touchpoint_date,touchpoint_type,platform,device,attribution_model,attribution_weight,converted,conversion_value
ATTR00001611,USR00004089,CMP000097,2024-08-28,View,LinkedIn,Smart TV,Linear,0.14,False,0
ATTR00001612,USR00009088,CMP000021,2024-07-20,Click,Facebook,Web Browser,Last Touch,0.14,False,0
ATTR00001613,USR00004206,CMP000012,2025-01-19,Click,Programmatic,Smart TV,Linear,0.67,False,16.41
ATTR00001614,USR00007877,CMP000065,2025-03-16,Click,Twitter,Gaming Console,Time Decay,0.21,False,0
ATTR00001615,USR00005300,CMP000075,2025-02-21,Impression,Programmatic,Smart TV,Time Decay,0.9,False,0
ATTR00001616,USR00006393,CMP000034,2025-04-30,Impression,Facebook,Smart TV,Last Touch,0.53,False,0
ATTR00001617,USR00002252,CMP000012,2025-01-23,Click,Facebook,Tablet,Last Touch,0.62,False,0
ATTR00001618,USR00002085,CMP000028,2025-06-29,Click,Instagram,Streaming Device,First Touch,0.21,False,0
ATTR00001619,USR00000040,CMP000068,2025-05-18,View,YouTube,Smart TV,First Touch,0.32,False,20.77
ATTR00001620,USR00002807,CMP000007,2024-09-03,Click,Programmatic,Web Browser,First Touch,0.42,False,0
ATTR00001621,USR00006731,CMP000079,2024-11-14,View,TikTok,Smart TV,Last Touch,0.21,False,0
ATTR00001622,USR00002230,CMP000038,2025-05-24,Impression,Twitter,Web Browser,Time Decay,0.23,False,0
ATTR00001623,USR00006518,CMP000036,2024-11-20,View,YouTube,Smart TV,Linear,0.49,True,17.82
ATTR00001624,USR00006269,CMP000014,2025-02-26,Click,Programmatic,Web Browser,Time Decay,0.51,False,0
ATTR00001625,USR00000900,CMP000052,2025-01-23,Impression,Twitter,Mobile,Last Touch,0.36,False,0
ATTR00001626,USR00000486,CMP000080,2025-01-16,View,TikTok,Smart TV,First Touch,0.33,True,0
ATTR00001627,USR00008843,CMP000005,2024-12-14,View,YouTube,Smart TV,Time Decay,0.21,False,0
ATTR00001628,USR00003554,CMP000029,2024-10-04,Click,TikTok,Gaming Console,Linear,0.94,False,0
ATTR00001629,USR00005668,CMP000003,2024-10-12,View,Instagram,Web Browser,Linear,0.28,False,0
ATTR00001630,USR00001444,CMP000071,2025-05-21,Click,Twitter,Streaming Device,Last Touch,0.7,False,12.66
ATTR00001631,USR00002839,CMP000019,2024-09-15,Click,TikTok,Mobile,Last Touch,0.37,False,0
ATTR00001632,USR00002947,CMP000015,2025-02-14,Impression,Google Ads,Streaming Device,Last Touch,0.21,False,0
ATTR00001633,USR00006511,CMP000020,2025-06-02,Impression,Google Ads,Web Browser,Last Touch,0.76,False,0
ATTR00001634,USR00009177,CMP000042,2025-02-08,Click,YouTube,Smart TV,Linear,0.35,False,0
ATTR00001635,USR00008460,CMP000016,2024-11-15,Click,Programmatic,Tablet,Time Decay,0.52,False,0
ATTR00001636,USR00007620,CMP000058,2024-11-26,View,Twitter,Smart TV,First Touch,0.5,False,0
ATTR00001637,USR00001335,CMP000050,2024-11-04,View,TikTok,Web Browser,Time Decay,0.87,False,0
ATTR00001638,USR00007321,CMP000076,2025-02-10,View,Programmatic,Tablet,Time Decay,0.33,False,0
ATTR00001639,USR00000475,CMP000076,2025-02-22,View,Programmatic,Mobile,First Touch,0.3,False,0
ATTR00001640,USR00009003,CMP000058,2024-11-27,Click,LinkedIn,Smart TV,Time Decay,0.58,False,12.65
ATTR00001641,USR00009729,CMP000081,2025-04-05,Impression,Instagram,Mobile,Linear,0.19,False,10.16
ATTR00001642,USR00004165,CMP000056,2025-03-19,View,Google Ads,Smart TV,Last Touch,0.4,False,0
ATTR00001643,USR00009288,CMP000031,2024-11-16,View,Twitter,Web Browser,Last Touch,0.24,False,0
ATTR00001644,USR00005382,CMP000002,2024-09-13,Click,Instagram,Streaming Device,Last Touch,0.38,False,0
ATTR00001645,USR00006492,CMP000074,2024-09-09,View,Instagram,Mobile,Linear,0.15,False,0
ATTR00001646,USR00007674,CMP000037,2024-09-03,Click,Instagram,Mobile,Time Decay,0.56,False,0
ATTR00001647,USR00004975,CMP000013,2025-06-12,Click,TikTok,Web Browser,Linear,0.43,False,0
ATTR00001648,USR00006569,CMP000065,2025-03-05,Impression,TikTok,Mobile,First Touch,0.3,False,20.87
ATTR00001649,USR00007989,CMP000020,2025-06-17,Impression,Instagram,Mobile,First Touch,0.47,False,0
ATTR00001650,USR00009471,CMP000057,2025-03-08,Impression,Instagram,Smart TV,Linear,0.8,True,0
ATTR00001651,USR00004960,CMP000063,2024-12-04,Click,YouTube,Smart TV,First Touch,0.51,False,0
ATTR00001652,USR00000032,CMP000015,2025-01-23,Impression,TikTok,Smart TV,First Touch,0.79,False,0
ATTR00001653,USR00006298,CMP000045,2025-01-27,Impression,LinkedIn,Mobile,Linear,0.48,False,0
ATTR00001654,USR00003995,CMP000075,2025-02-17,View,Facebook,Smart TV,First Touch,0.92,True,0
ATTR00001655,USR00004472,CMP000044,2025-03-02,View,Facebook,Web Browser,Time Decay,0.47,False,13.12
ATTR00001656,USR00000654,CMP000063,2024-12-05,Impression,Google Ads,Tablet,Linear,0.38,False,19.98
ATTR00001657,USR00008323,CMP000035,2025-02-07,Click,LinkedIn,Gaming Console,Time Decay,0.65,False,0
ATTR00001658,USR00007095,CMP000032,2025-05-26,View,TikTok,Tablet,Last Touch,0.87,False,0
ATTR00001659,USR00006812,CMP000024,2025-04-03,Click,Programmatic,Tablet,Last Touch,0.94,True,0
ATTR00001660,USR00007456,CMP000012,2025-01-31,View,YouTube,Streaming Device,Last Touch,0.18,False,18.18
ATTR00001661,USR00005509,CMP000026,2024-11-16,View,Instagram,Mobile,Time Decay,0.12,False,0
ATTR00001662,USR00008879,CMP000070,2025-04-25,Click,Google Ads,Mobile,Last Touch,0.21,False,0
ATTR00001663,USR00006968,CMP000100,2024-09-12,Impression,LinkedIn,Smart TV,Last Touch,0.86,True,0
ATTR00001664,USR00005395,CMP000081,2025-03-31,View,YouTube,Tablet,First Touch,0.42,True,16.01
ATTR00001665,USR00001632,CMP000047,2025-05-06,View,LinkedIn,Smart TV,First Touch,0.7,True,0
ATTR00001666,USR00004117,CMP000022,2025-06-05,View,Twitter,Smart TV,Linear,0.53,False,0
ATTR00001667,USR00008480,CMP000077,2025-01-11,Impression,Programmatic,Smart TV,Last Touch,0.79,True,0
ATTR00001668,USR00009524,CMP000099,2025-02-13,Impression,YouTube,Smart TV,First Touch,0.52,False,0
ATTR00001669,USR00000470,CMP000077,2024-12-26,Impression,Google Ads,Smart TV,Time Decay,0.83,True,0
ATTR00001670,USR00002112,CMP000046,2025-06-17,Click,Twitter,Gaming Console,Last Touch,0.62,False,0
ATTR00001671,USR00008477,CMP000008,2024-09-02,Impression,Programmatic,Smart TV,First Touch,0.21,False,0
ATTR00001672,USR00000141,CMP000067,2025-01-08,Impression,Twitter,Tablet,Linear,0.97,True,0
ATTR00001673,USR00005055,CMP000015,2025-02-05,View,YouTube,Streaming Device,First Touch,0.92,False,0
ATTR00001674,USR00006016,CMP000021,2024-07-12,Click,Twitter,Streaming Device,Last Touch,0.83,False,0
ATTR00001675,USR00008100,CMP000015,2025-01-24,Click,Programmatic,Web Browser,Last Touch,0.61,False,0
ATTR00001676,USR00005720,CMP000010,2024-12-09,Click,Facebook,Smart TV,First Touch,0.13,False,0
ATTR00001677,USR00009725,CMP000065,2025-03-15,Impression,YouTube,Smart TV,Time Decay,0.7,False,0
ATTR00001678,USR00004580,CMP000034,2025-05-17,Click,Facebook,Smart TV,Linear,0.43,False,0
ATTR00001679,USR00001029,CMP000022,2025-06-16,Click,Google Ads,Tablet,First Touch,0.39,False,13.88
ATTR00001680,USR00009537,CMP000100,2024-09-10,Click,LinkedIn,Web Browser,Last Touch,0.96,False,0
ATTR00001681,USR00005250,CMP000049,2025-01-14,View,Instagram,Mobile,Time Decay,0.4,False,0
ATTR00001682,USR00003606,CMP000054,2024-12-03,Impression,YouTube,Tablet,Time Decay,0.87,False,10.07
ATTR00001683,USR00008746,CMP000055,2025-01-28,Impression,Facebook,Mobile,First Touch,0.58,True,0
ATTR00001684,USR00008199,CMP000021,2024-07-12,Impression,Facebook,Mobile,First Touch,0.87,False,0
ATTR00001685,USR00006164,CMP000011,2024-07-31,Click,Instagram,Web Browser,Time Decay,0.5,False,12.54
ATTR00001686,USR00001985,CMP000028,2025-06-19,Impression,Instagram,Mobile,First Touch,0.73,False,0
ATTR00001687,USR00007225,CMP000094,2025-02-04,View,LinkedIn,Tablet,Time Decay,0.18,False,18.7
ATTR00001688,USR00007649,CMP000075,2025-02-15,Click,Facebook,Smart TV,Linear,0.36,True,0
ATTR00001689,USR00006071,CMP000089,2024-12-06,Impression,TikTok,Mobile,Last Touch,0.96,False,0
ATTR00001690,USR00008276,CMP000047,2025-04-21,Click,Programmatic,Smart TV,Last Touch,0.84,False,0
ATTR00001691,USR00006323,CMP000069,2024-08-12,Click,Google Ads,Streaming Device,Last Touch,0.98,False,0
ATTR00001692,USR00000994,CMP000052,2025-01-11,View,LinkedIn,Mobile,Linear,0.72,False,0
ATTR00001693,USR00006310,CMP000079,2024-11-02,Impression,Twitter,Streaming Device,Time Decay,0.5,False,0
ATTR00001694,USR00001283,CMP000039,2025-05-08,Click,Programmatic,Web Browser,First Touch,0.14,True,0
ATTR00001695,USR00002258,CMP000054,2024-11-22,View,LinkedIn,Web Browser,First Touch,0.33,False,0
ATTR00001696,USR00006947,CMP000094,2025-01-18,Impression,Twitter,Smart TV,Last Touch,0.27,True,13.68
ATTR00001697,USR00006213,CMP000015,2025-01-30,Impression,TikTok,Tablet,Last Touch,0.67,False,11.79
ATTR00001698,USR00005182,CMP000022,2025-06-27,Impression,LinkedIn,Smart TV,Linear,0.25,False,13.65
ATTR00001699,USR00007670,CMP000003,2024-10-14,Click,Google Ads,Smart TV,Time Decay,0.84,True,0
ATTR00001700,USR00008271,CMP000023,2025-05-11,View,Twitter,Smart TV,Linear,0.25,False,0
ATTR00001701,USR00002519,CMP000073,2024-11-09,Impression,Google Ads,Streaming Device,Linear,0.96,True,0
ATTR00001702,USR00008934,CMP000091,2024-11-27,Impression,YouTube,Smart TV,Last Touch,0.94,False,0
ATTR00001703,USR00006882,CMP000045,2025-01-15,View,Google Ads,Smart TV,First Touch,0.64,False,0
ATTR00001704,USR00007265,CMP000007,2024-09-21,Impression,TikTok,Mobile,Linear,0.42,False,0
ATTR00001705,USR00005619,CMP000041,2024-11-16,View,YouTube,Mobile,Linear,0.17,False,12.99
ATTR00001706,USR00006381,CMP000053,2024-12-31,Impression,LinkedIn,Tablet,Time Decay,0.35,False,0
ATTR00001707,USR00003910,CMP000018,2024-10-27,Click,Instagram,Tablet,First Touch,0.96,False,0
ATTR00001708,USR00002962,CMP000046,2025-05-29,View,Google Ads,Tablet,Last Touch,0.88,False,0
ATTR00001709,USR00008380,CMP000011,2024-08-16,Click,Twitter,Web Browser,Time Decay,0.56,False,0
ATTR00001710,USR00000895,CMP000055,2025-01-31,Click,Facebook,Gaming Console,Linear,0.12,False,0
ATTR00001711,USR00002436,CMP000051,2024-09-15,Impression,Instagram,Tablet,First Touch,0.74,False,0
ATTR00001712,USR00009242,CMP000029,2024-10-09,Impression,Twitter,Mobile,Last Touch,0.96,False,0
ATTR00001713,USR00006874,CMP000028,2025-06-02,Impression,Google Ads,Gaming Console,Linear,0.26,False,0
ATTR00001714,USR00008174,CMP000031,2024-11-08,Click,LinkedIn,Smart TV,Linear,0.47,False,10.16
ATTR00001715,USR00003326,CMP000009,2025-02-19,View,Google Ads,Streaming Device,First Touch,0.36,False,0
ATTR00001716,USR00007564,CMP000021,2024-07-31,Click,YouTube,Web Browser,First Touch,0.52,True,0
ATTR00001717,USR00003502,CMP000017,2025-04-02,Impression,Google Ads,Mobile,Linear,0.45,False,0
ATTR00001718,USR00002746,CMP000096,2024-10-19,View,Programmatic,Gaming Console,Last Touch,0.23,True,0
ATTR00001719,USR00006614,CMP000013,2025-06-08,Click,Programmatic,Web Browser,Linear,0.96,False,0
ATTR00001720,USR00000505,CMP000017,2025-03-23,Impression,LinkedIn,Web Browser,First Touch,0.59,False,0
ATTR00001721,USR00004089,CMP000014,2025-03-08,Impression,YouTube,Smart TV,Linear,0.8,False,0
ATTR00001722,USR00000866,CMP000070,2025-04-30,Impression,Facebook,Smart TV,Time Decay,0.65,False,19.71
ATTR00001723,USR00009866,CMP000100,2024-08-23,View,Twitter,Tablet,Time Decay,0.97,False,0
ATTR00001724,USR00009353,CMP000086,2024-07-23,View,TikTok,Mobile,Linear,0.68,False,0
ATTR00001725,USR00009033,CMP000089,2024-11-13,Impression,TikTok,Smart TV,Last Touch,0.92,False,0
ATTR00001726,USR00008300,CMP000024,2025-04-03,Click,Programmatic,Mobile,Linear,0.92,False,0
ATTR00001727,USR00009090,CMP000085,2025-02-08,Click,Twitter,Web Browser,First Touch,0.13,False,0
ATTR00001728,USR00001719,CMP000075,2025-02-27,Click,Programmatic,Tablet,Linear,0.94,False,0
ATTR00001729,USR00001980,CMP000010,2024-12-23,Impression,Twitter,Smart TV,First Touch,0.92,True,0
ATTR00001730,USR00005144,CMP000050,2024-11-08,Click,TikTok,Tablet,Last Touch,0.96,True,19.13
ATTR00001731,USR00001283,CMP000036,2024-12-10,Impression,Programmatic,Web Browser,Last Touch,0.95,False,0
ATTR00001732,USR00006654,CMP000050,2024-11-06,View,Twitter,Web Browser,First Touch,0.87,False,0
ATTR00001733,USR00001404,CMP000064,2025-03-18,Impression,LinkedIn,Mobile,Time Decay,0.38,True,0
ATTR00001734,USR00004169,CMP000013,2025-05-27,Click,Facebook,Tablet,Linear,0.76,True,14.53
ATTR00001735,USR00004532,CMP000078,2025-05-24,Impression,YouTube,Streaming Device,Last Touch,0.14,False,0
ATTR00001736,USR00004657,CMP000049,2025-01-26,View,Twitter,Tablet,Time Decay,0.98,False,0
ATTR00001737,USR00008828,CMP000081,2025-03-24,View,Facebook,Mobile,Linear,0.86,False,0
ATTR00001738,USR00000019,CMP000020,2025-06-08,Impression,Google Ads,Web Browser,Linear,0.25,False,0
ATTR00001739,USR00006548,CMP000082,2025-06-06,Impression,Instagram,Web Browser,First Touch,0.11,False,0
ATTR00001740,USR00008085,CMP000094,2025-01-25,View,Instagram,Smart TV,Last Touch,0.71,False,0
ATTR00001741,USR00002804,CMP000050,2024-11-15,Click,Google Ads,Smart TV,Last Touch,0.51,False,0
ATTR00001742,USR00009297,CMP000057,2025-03-12,Click,YouTube,Web Browser,Last Touch,0.46,False,0
ATTR00001743,USR00002392,CMP000033,2025-03-21,View,Facebook,Mobile,Time Decay,0.47,False,0
ATTR00001744,USR00002626,CMP000031,2024-11-12,Impression,Instagram,Tablet,First Touch,0.27,False,0
ATTR00001745,USR00001014,CMP000080,2025-01-29,Click,Twitter,Mobile,Time Decay,0.63,False,0
ATTR00001746,USR00000750,CMP000094,2025-01-28,View,Facebook,Smart TV,Time Decay,0.31,False,0
ATTR00001747,USR00002093,CMP000074,2024-09-25,View,YouTube,Smart TV,First Touch,0.96,False,0
ATTR00001748,USR00009329,CMP000092,2024-11-23,View,Instagram,Web Browser,First Touch,0.49,False,0
ATTR00001749,USR00003696,CMP000009,2025-02-07,View,Instagram,Smart TV,First Touch,0.72,True,0
ATTR00001750,USR00000561,CMP000067,2025-01-08,Impression,TikTok,Smart TV,Linear,0.54,False,0
ATTR00001751,USR00007569,CMP000071,2025-05-15,View,Instagram,Mobile,First Touch,0.45,False,11.69
ATTR00001752,USR00004683,CMP000065,2025-03-04,Impression,TikTok,Gaming Console,Linear,0.35,False,0
ATTR00001753,USR00002979,CMP000019,2024-09-30,View,YouTube,Smart TV,First Touch,0.47,False,0
ATTR00001754,USR00003496,CMP000054,2024-11-21,Impression,TikTok,Tablet,First Touch,0.44,False,0
ATTR00001755,USR00002970,CMP000043,2025-04-28,Click,TikTok,Smart TV,Linear,0.79,False,22.13
ATTR00001756,USR00007542,CMP000072,2024-09-17,Impression,Twitter,Web Browser,Time Decay,0.8,True,0
ATTR00001757,USR00004364,CMP000023,2025-05-04,Impression,YouTube,Mobile,Time Decay,0.36,False,9.84
ATTR00001758,USR00001792,CMP000099,2025-02-17,Click,Google Ads,Tablet,Last Touch,0.41,False,0
ATTR00001759,USR00003875,CMP000073,2024-10-21,View,Google Ads,Smart TV,First Touch,0.99,False,0
ATTR00001760,USR00007873,CMP000022,2025-06-11,Click,Instagram,Mobile,First Touch,0.31,False,0
ATTR00001761,USR00003041,CMP000058,2024-11-28,Impression,LinkedIn,Smart TV,Last Touch,0.15,False,0
ATTR00001762,USR00000307,CMP000047,2025-04-19,View,LinkedIn,Smart TV,First Touch,0.71,False,0
ATTR00001763,USR00005726,CMP000085,2025-02-09,View,Instagram,Smart TV,Last Touch,0.16,False,0
ATTR00001764,USR00007799,CMP000088,2025-01-15,Click,Google Ads,Smart TV,Time Decay,0.23,False,0
ATTR00001765,USR00001608,CMP000065,2025-03-01,View,Programmatic,Smart TV,First Touch,0.34,False,0
ATTR00001766,USR00003876,CMP000062,2024-08-02,Impression,YouTube,Smart TV,First Touch,0.62,True,0
ATTR00001767,USR00008502,CMP000086,2024-08-01,Click,Programmatic,Mobile,Linear,0.62,False,16.35
ATTR00001768,USR00004319,CMP000022,2025-06-05,Click,LinkedIn,Web Browser,First Touch,0.23,False,0
ATTR00001769,USR00004364,CMP000086,2024-08-07,Impression,Instagram,Mobile,Time Decay,0.91,True,0
ATTR00001770,USR00000697,CMP000062,2024-08-15,Impression,LinkedIn,Streaming Device,First Touch,0.87,True,14.91
ATTR00001771,USR00002229,CMP000085,2025-02-18,View,TikTok,Gaming Console,Linear,0.7,False,0
ATTR00001772,USR00004765,CMP000085,2025-02-19,View,Instagram,Tablet,First Touch,0.5,False,0
ATTR00001773,USR00007020,CMP000072,2024-08-27,Impression,Programmatic,Gaming Console,Last Touch,0.23,False,0
ATTR00001774,USR00006733,CMP000055,2025-01-28,Impression,TikTok,Tablet,Linear,0.34,True,0
ATTR00001775,USR00003727,CMP000002,2024-09-24,Impression,YouTube,Gaming Console,First Touch,0.73,False,0
ATTR00001776,USR00009002,CMP000094,2025-02-03,View,YouTube,Mobile,Last Touch,0.86,False,0
ATTR00001777,USR00000810,CMP000058,2024-11-12,Click,Instagram,Smart TV,Linear,0.38,False,0
ATTR00001778,USR00007038,CMP000013,2025-05-31,Click,Google Ads,Mobile,Linear,0.39,False,0
ATTR00001779,USR00003177,CMP000033,2025-03-17,Click,LinkedIn,Mobile,Last Touch,0.23,True,0
ATTR00001780,USR00003696,CMP000001,2024-07-18,View,Instagram,Smart TV,Last Touch,0.93,False,0
ATTR00001781,USR00000077,CMP000070,2025-04-18,Click,TikTok,Streaming Device,First Touch,0.99,False,0
ATTR00001782,USR00009952,CMP000061,2025-06-10,View,Programmatic,Mobile,Linear,0.8,False,0
ATTR00001783,USR00007796,CMP000090,2025-01-13,Impression,YouTube,Mobile,First Touch,0.66,False,0
ATTR00001784,USR00009810,CMP000093,2024-07-12,Impression,Twitter,Smart TV,Time Decay,0.17,False,0
ATTR00001785,USR00005509,CMP000022,2025-06-11,Impression,Facebook,Mobile,Last Touch,0.81,False,0
ATTR00001786,USR00009614,CMP000023,2025-05-31,View,Programmatic,Mobile,First Touch,0.33,True,0
ATTR00001787,USR00006223,CMP000051,2024-09-17,Click,Programmatic,Streaming Device,Time Decay,0.59,False,12.06
ATTR00001788,USR00000259,CMP000010,2024-12-24,View,Instagram,Gaming Console,Time Decay,0.47,False,0
ATTR00001789,USR00009068,CMP000028,2025-06-07,Click,Google Ads,Smart TV,First Touch,0.25,False,0
ATTR00001790,USR00000507,CMP000018,2024-10-07,View,Google Ads,Mobile,Linear,0.35,False,15.4
ATTR00001791,USR00001885,CMP000034,2025-05-18,Impression,Instagram,Mobile,Time Decay,0.56,False,0
ATTR00001792,USR00008567,CMP000021,2024-07-26,Impression,Google Ads,Mobile,Last Touch,0.8,False,21.25
ATTR00001793,USR00002818,CMP000062,2024-07-24,Impression,LinkedIn,Tablet,First Touch,0.33,False,0
ATTR00001794,USR00002689,CMP000073,2024-11-04,Impression,YouTube,Smart TV,Linear,0.59,True,22.93
ATTR00001795,USR00008629,CMP000055,2025-01-25,Impression,Programmatic,Mobile,First Touch,0.89,False,13.63
ATTR00001796,USR00006606,CMP000030,2024-08-17,Impression,Twitter,Tablet,Linear,0.81,False,0
ATTR00001797,USR00007313,CMP000071,2025-06-01,View,Facebook,Mobile,First Touch,0.88,True,16.34
ATTR00001798,USR00000950,CMP000068,2025-06-09,Click,Google Ads,Smart TV,First Touch,0.47,False,0
ATTR00001799,USR00003890,CMP000097,2024-09-12,Click,Facebook,Web Browser,Time Decay,0.24,False,0
ATTR00001800,USR00004407,CMP000056,2025-03-17,Click,Instagram,Smart TV,First Touch,0.61,False,0
ATTR00001801,USR00009861,CMP000064,2025-03-13,Impression,Google Ads,Mobile,First Touch,0.83,False,0
ATTR00001802,USR00000799,CMP000066,2025-03-12,Click,Instagram,Mobile,Linear,0.37,False,0
ATTR00001803,USR00005264,CMP000059,2025-02-06,View,Facebook,Gaming Console,Time Decay,0.25,False,0
ATTR00001804,USR00000469,CMP000023,2025-05-28,View,Programmatic,Mobile,First Touch,0.33,False,0
ATTR00001805,USR00008173,CMP000048,2025-03-02,Impression,Instagram,Smart TV,Linear,0.49,False,0
ATTR00001806,USR00001442,CMP000035,2025-02-05,Click,Programmatic,Mobile,Time Decay,0.36,False,0
ATTR00001807,USR00001309,CMP000085,2025-02-08,Click,Programmatic,Smart TV,Time Decay,0.32,False,0
ATTR00001808,USR00006579,CMP000071,2025-05-13,Click,YouTube,Web Browser,Last Touch,0.38,False,0
ATTR00001809,USR00001449,CMP000067,2024-12-25,Impression,Instagram,Web Browser,Linear,0.35,False,0
ATTR00001810,USR00008614,CMP000048,2025-02-21,Impression,Programmatic,Smart TV,Linear,0.45,False,0
ATTR00001811,USR00006952,CMP000072,2024-09-15,Click,Instagram,Smart TV,Last Touch,0.63,True,0
ATTR00001812,USR00001600,CMP000030,2024-08-24,Impression,Twitter,Web Browser,Time Decay,0.7,False,0
ATTR00001813,USR00008587,CMP000007,2024-09-05,Impression,Programmatic,Smart TV,First Touch,0.66,False,0
ATTR00001814,USR00003871,CMP000100,2024-09-22,View,Instagram,Mobile,First Touch,0.76,False,0
ATTR00001815,USR00003957,CMP000079,2024-11-08,Click,Twitter,Smart TV,Time Decay,0.23,False,0
ATTR00001816,USR00002041,CMP000065,2025-02-28,Click,LinkedIn,Mobile,Time Decay,0.66,False,0
ATTR00001817,USR00009105,CMP000037,2024-09-10,View,LinkedIn,Smart TV,Last Touch,0.17,False,0
ATTR00001818,USR00006541,CMP000056,2025-02-24,Impression,Facebook,Smart TV,Time Decay,0.16,False,0
ATTR00001819,USR00002156,CMP000070,2025-04-26,Impression,Twitter,Tablet,Last Touch,0.41,False,0
